dev,permission,user,group,permission,user,group,only in custom version,alert_permission_abuse,permission modification,alert_input,alert_exynos
/dev/accelirq,0660,system,system,,,,
/dev/qmi2,0640,radio,radio,0640,radio,radio,,,,,,
/dev/random,0666,root,root,0666,root,root,,O,,,,
/dev/rpmsg-omx0,0660,drmrpc,drmrpc,,,,
/dev/rpmsg-omx1,0660,drmrpc,drmrpc,,,,
/dev/rproc_user,0660,drmrpc,drmrpc,,,,
/dev/smd0,0640,radio,radio,0640,radio,radio,,,,,,
/dev/snd/*,0660,system,audio,0660,system,audio,,,,,,
/dev/snd/dsp,0660,system,audio,0660,system,audio,,,,,,
/dev/snd/dsp1,0660,system,audio,0660,system,audio,,,,,,
/dev/snd/mixer,0660,system,audio,0660,system,audio,,,,,,
/dev/sprd_dcam,,,,0660,system,audio,O,,,,,
/dev/sprd_rotation,,,,0660,system,audio,O,,,,,
/dev/sprd_scale,,,,0660,system,audio,O,,,,,
/dev/sprd_vsp,,,,0660,system,audio,O,,,,,
/dev/tf_ctrl,0660,drmrpc,drmrpc,,,,
/dev/tf_driver,0660,drmrpc,drmrpc,,,,
/dev/tiler,0666,system,system,,,,
/dev/timerirq,0660,system,system,,,,
/dev/tpa2018d1*,0660,system,audio,0660,system,audio,,,,,,
/dev/ts0710mux*,0640,radio,radio,0660,radio,system,,,O,,,
/dev/tty,0666,root,root,0666,root,root,,O,,,,
/dev/tty0,0660,root,system,0660,root,system,,,,,,
/dev/ttyGS0,0660,radio,radio,0660,system,system,,,,,,
/dev/ttyGS1,0660,radio,radio,0660,system,system,,,,,,
/dev/ttyHS0,,,,0600,bluetooth,bluetooth,O,,,,,
/dev/ttyMSM0,0600,bluetooth,bluetooth,0600,bluetooth,bluetooth,,,,,,
/dev/ttyNK3,,,,0660,radio,system,O,,,,,
/dev/ttyO0,0660,system,radio,,,,
/dev/ttyS*,0666,system,system,0666,system,system,,O,,,,
/dev/ttyS1,,,,0660,system,system,O,,,,,
/dev/ttyVUART0,,,,0660,system,system,O,,,,,
/dev/tun,0660,system,vpn,0660,system,vpn,,,,,,
/dev/uinput,0660,system,bluetooth,0660,system,bluetooth,,,,,,
/dev/ump,,,,0666,system,graphics,O,O,,,,
/dev/umts_boot0,0660,radio,radio,,,,
/dev/umts_boot1,0660,radio,radio,,,,
/dev/umts_ipc0,0660,radio,radio,,,,
/dev/umts_ramdump0,0660,radio,radio,,,,
/dev/umts_rfs0,0660,radio,radio,,,,
/dev/umts_router,,,,0666,system,system,O,O,,,,
/dev/urandom,0666,root,root,0666,root,root,,O,,,,
/dev/usb_accessory,0660,root,usb,0660,root,usb,,,,,,
/dev/vbpipe0,,,,0666,system,system,O,O,,,,
/dev/vbpipe1,,,,0660,system,system,O,,,,,
/dev/vbpipe2,,,,0666,system,system,O,O,,,,
/dev/vbpipe3,,,,0666,system,system,O,O,,,,
/dev/vbpipe4,,,,0660,system,system,O,,,,,
/dev/vbpipe6,,,,0660,media,audio,O,,,,,
/dev/vdec,0660,system,audio,0660,system,audio,,,,,,
/dev/video0,,,,0660,system,audio,O,,,,,
/dev/vser,,,,0660,system,system,O,,,,,
/dev/zero,0666,root,root,0666,root,root,,O,,,,
/proc,0666,system,system,0666,system,system,,O,,,,
